Arquivo,Tamanho (KB),Data Modificação
TG012_12001_67461_01119_012_20260220133507_91.13.BIN,35.55,20/02/2026 23:08
TG012_12001_67461_01120_012_20260220230724_91.13.BIN,49.41,20/02/2026 23:08
TG012_12002_66299_01203_012_20260220000410_91.13.BIN,28.98,21/02/2026 00:02
TG012_12002_66299_01204_012_20260220150322_91.13.BIN,38.60,21/02/2026 00:02
TG012_12002_66299_01205_012_20260220235841_91.13.BIN,26.34,21/02/2026 00:02
TG012_12003_67797_00801_012_20260220175648_91.13.BIN,61.46,20/02/2026 18:38
TG012_12005_66701_01235_012_20260220164630_91.13.BIN,56.20,20/02/2026 18:39
TG012_12080_67662_00918_012_20260220125843_91.13.BIN,78.44,20/02/2026 22:55
TG012_12080_67662_00919_012_20260220225507_91.13.BIN,61.65,20/02/2026 22:55
TG012_12081_66140_00872_012_20260220171250_91.13.BIN,17.13,20/02/2026 18:37
TG012_12084_66232_00969_012_20260220141935_91.13.BIN,34.84,20/02/2026 23:37
TG012_12084_66232_00970_012_20260220233735_91.13.BIN,28.00,20/02/2026 23:37
TG012_12086_66729_01209_012_20260220181647_91.13.BIN,53.03,20/02/2026 18:44
TG012_12087_66895_00871_012_20260220143336_91.13.BIN,34.61,20/02/2026 18:40
TG012_12089_66644_01325_012_20260220002141_91.13.BIN,22.83,21/02/2026 00:34
TG012_12089_66644_01326_012_20260220150135_91.13.BIN,60.80,21/02/2026 00:34
TG012_12090_66253_00189_012_20260220125547_91.13.BIN,45.88,20/02/2026 18:37
TG012_12090_66253_00190_012_20260220141458_91.13.BIN,2.03,20/02/2026 18:37
TG012_12091_67010_01260_012_20260220073734_91.13.BIN,5.38,20/02/2026 18:37
TG012_12091_67010_01261_012_20260220174201_91.13.BIN,17.55,20/02/2026 18:37
TG012_12092_66669_01093_012_20260220132748_91.13.BIN,44.53,20/02/2026 22:52
TG012_12092_66669_01094_012_20260220224541_91.13.BIN,27.21,20/02/2026 22:52
TG012_12093_66629_00562_012_20260220180902_91.13.BIN,43.82,20/02/2026 18:37
TG012_12095_67089_00737_012_20260220185438_91.13.BIN,50.60,20/02/2026 18:57
TG024_24004_66877_00443_024_20260220192652_91.13.BIN,63.88,20/02/2026 19:29
TG024_24011_66289_01426_024_20260220123909_91.13.BIN,35.64,20/02/2026 21:42
TG024_24011_66289_01427_024_20260220214141_91.13.BIN,20.36,20/02/2026 21:42
TG024_24016_66266_01168_024_20260220041215_91.13.BIN,2.21,20/02/2026 19:53
TG024_24016_66266_01169_024_20260220113642_91.13.BIN,11.97,20/02/2026 19:53
TG024_24016_66266_01170_024_20260220195315_91.13.BIN,16.74,20/02/2026 19:53
TG132_300201_67121_01116_132_20260220200126_91.13.BIN,66.30,20/02/2026 20:03
TG132_300202_66109_01250_132_20260220054746_91.13.BIN,3.90,20/02/2026 19:47
TG132_300202_66109_01251_132_20260220181318_91.13.BIN,56.56,20/02/2026 19:48
TG132_300203_66448_01086_132_20260220191016_91.13.BIN,71.58,20/02/2026 19:10
TG132_300204_67414_01031_132_20260220120905_91.13.BIN,48.40,20/02/2026 21:12
TG132_300204_67414_01032_132_20260220211233_91.13.BIN,31.65,20/02/2026 21:12
TG132_300205_66107_00960_132_20260220190304_91.13.BIN,80.45,20/02/2026 19:29
TG132_300206_66915_01455_132_20260220124545_91.13.BIN,82.77,20/02/2026 20:55
TG132_300206_66915_01456_132_20260220205523_91.13.BIN,29.56,20/02/2026 20:55
TG132_300207_66887_01194_132_20260220185246_91.13.BIN,96.55,20/02/2026 18:52
TG132_300208_66684_01156_132_20260220060635_91.13.BIN,8.99,20/02/2026 19:05
TG132_300208_66684_01157_132_20260220190509_91.13.BIN,65.27,20/02/2026 19:05
TG132_300212_67731_01387_132_20260220161850_91.13.BIN,51.29,20/02/2026 23:27
TG132_300212_67731_01388_132_20260220232700_91.13.BIN,19.38,20/02/2026 23:27
TG132_300214_66137_01241_132_20260220123948_91.13.BIN,49.49,20/02/2026 20:13
TG132_300214_66137_01242_132_20260220201324_91.13.BIN,26.33,20/02/2026 20:13
TG132_300216_66773_00986_132_20260220143551_91.13.BIN,50.41,20/02/2026 22:45
TG132_300216_66773_00987_132_20260220224506_91.13.BIN,27.65,20/02/2026 22:45
TG132_300218_66567_01119_132_20260220053531_91.13.BIN,10.15,20/02/2026 18:37
TG132_300218_66567_01120_132_20260220093050_91.13.BIN,3.27,20/02/2026 18:37
TG132_300218_66567_01121_132_20260220132548_91.13.BIN,7.13,20/02/2026 18:37
TG132_300219_66175_00953_132_20260220190505_91.13.BIN,48.49,20/02/2026 19:05
TG132_300220_66160_01124_132_20260220135613_91.13.BIN,45.55,20/02/2026 23:13
TG132_300220_66160_01125_132_20260220231316_91.13.BIN,30.76,20/02/2026 23:13
TG132_300221_67632_01319_132_20260220225654_91.13.BIN,15.55,20/02/2026 22:58
TG132_300223_66261_00777_132_20260220200126_91.13.BIN,66.40,20/02/2026 20:01
TG132_300224_66377_01152_132_20260220072326_91.13.BIN,3.86,20/02/2026 18:38
TG132_300225_66903_00346_132_20260220144007_91.13.BIN,28.99,20/02/2026 18:37
TG132_300225_66903_00347_132_20260220150617_91.13.BIN,6.49,20/02/2026 18:37
TG132_300226_66171_01221_132_20260220132821_91.13.BIN,27.30,20/02/2026 23:39
TG132_300226_66171_01222_132_20260220233903_91.13.BIN,20.30,20/02/2026 23:39
TG132_300228_67002_01042_132_20260220135324_91.13.BIN,56.16,20/02/2026 22:18
TG132_300228_67002_01043_132_20260220221824_91.13.BIN,25.75,20/02/2026 22:18
TG132_300229_67515_01056_132_20260220194454_91.13.BIN,43.74,20/02/2026 19:50
TG132_300230_67103_00865_132_20260220145901_91.13.BIN,89.91,20/02/2026 21:15
TG132_300230_67103_00866_132_20260220211411_91.13.BIN,43.36,20/02/2026 21:15
TG132_300231_67039_01246_132_20260220143534_91.13.BIN,58.81,20/02/2026 23:02
TG132_300231_67039_01247_132_20260220230038_91.13.BIN,33.91,20/02/2026 23:02
TG132_300232_66955_01108_132_20260220143805_91.13.BIN,47.61,20/02/2026 20:44
TG132_300232_66955_01109_132_20260220204441_91.13.BIN,24.05,20/02/2026 20:44
TG132_300233_67656_00957_132_20260220132959_91.13.BIN,32.46,20/02/2026 20:05
TG132_300233_67656_00958_132_20260220200252_91.13.BIN,27.42,20/02/2026 20:05
TG132_300234_66526_00495_132_20260220190556_91.13.BIN,62.66,20/02/2026 19:06
TG132_300235_66131_01279_132_20260220000234_91.13.BIN,32.07,21/02/2026 00:00
TG132_300235_66131_01280_132_20260220162424_91.13.BIN,80.13,21/02/2026 00:00
TG132_300236_66754_01160_132_20260220210309_91.13.BIN,54.96,20/02/2026 23:23
TG132_300236_66754_01161_132_20260220232326_91.13.BIN,5.02,20/02/2026 23:23
TG132_300237_66649_01073_132_20260220151411_91.13.BIN,41.76,20/02/2026 23:25
TG132_300237_66649_01074_132_20260220232549_91.13.BIN,53.24,20/02/2026 23:25
TG132_300238_66257_01022_132_20260220124431_91.13.BIN,53.92,20/02/2026 19:16
TG132_300238_66257_01023_132_20260220191655_91.13.BIN,42.54,20/02/2026 19:16
TG132_300239_66227_00927_132_20260220143903_91.13.BIN,57.63,20/02/2026 23:15
TG132_300239_66227_00928_132_20260220231545_91.13.BIN,53.79,20/02/2026 23:15
TG132_300240_66783_01316_132_20260220143827_91.13.BIN,51.93,20/02/2026 23:14
TG132_300240_66783_01317_132_20260220231349_91.13.BIN,21.76,20/02/2026 23:14
TG132_300241_68275_00985_132_20260220144401_91.13.BIN,46.14,20/02/2026 23:42
TG132_300241_68275_00986_132_20260220234235_91.13.BIN,49.83,20/02/2026 23:42
TG132_300242_66963_01445_132_20260220135033_91.13.BIN,55.65,20/02/2026 21:39
TG132_300242_66963_01446_132_20260220213933_91.13.BIN,31.91,20/02/2026 21:39
TG132_300243_66626_01483_132_20260220124032_91.13.BIN,44.20,20/02/2026 21:23
TG132_300243_66626_01484_132_20260220212334_91.13.BIN,65.10,20/02/2026 21:23
TG132_300244_67476_00876_132_20260220130910_91.13.BIN,36.56,20/02/2026 22:21
TG132_300244_67476_00877_132_20260220222144_91.13.BIN,43.81,20/02/2026 22:21
TG132_300245_66353_00176_132_20260220123117_91.13.BIN,43.74,20/02/2026 22:36
TG132_300245_66353_00177_132_20260220223618_91.13.BIN,16.60,20/02/2026 22:36
TG132_300246_66893_00990_132_20260220192747_91.13.BIN,43.90,20/02/2026 19:30
TG132_300247_66276_01025_132_20260220154914_91.13.BIN,42.86,20/02/2026 23:46
TG132_300247_66276_01026_132_20260220233740_91.13.BIN,20.03,20/02/2026 23:46
TG132_300248_66157_01117_132_20260220185015_91.13.BIN,63.03,20/02/2026 18:50
TG132_300249_66304_00038_132_20260220191726_91.13.BIN,43.50,20/02/2026 19:17
TG132_300253_66127_01139_132_20260220131911_91.13.BIN,57.68,20/02/2026 18:53
TG132_300253_66127_01140_132_20260220185350_91.13.BIN,17.90,20/02/2026 18:53
TG132_300254_66305_01034_132_20260220135949_91.13.BIN,37.43,20/02/2026 23:18
TG132_300254_66305_01035_132_20260220231928_91.13.BIN,19.42,20/02/2026 23:18
TG132_300255_67384_00812_132_20260220123055_91.13.BIN,24.87,20/02/2026 21:24
TG132_300255_67384_00813_132_20260220212253_91.13.BIN,25.34,20/02/2026 21:24
TG132_300256_66896_01075_132_20260220135739_91.13.BIN,30.49,20/02/2026 21:59
TG132_300256_66896_01076_132_20260220215634_91.13.BIN,29.22,20/02/2026 21:59
TG132_300257_66116_00843_132_20260220131354_91.13.BIN,46.17,20/02/2026 20:34
TG132_300257_66116_00844_132_20260220202210_91.13.BIN,39.57,20/02/2026 20:34
TG132_300258_67015_00872_132_20260220132628_91.13.BIN,39.45,20/02/2026 18:39
TG132_300259_66687_00575_132_20260220194525_91.13.BIN,63.41,20/02/2026 19:45
TG132_300261_66699_00210_132_20260220194413_91.13.BIN,21.84,20/02/2026 19:45
TG132_300262_66349_01100_132_20260220124934_91.13.BIN,42.73,20/02/2026 21:24
TG132_300262_66349_01101_132_20260220205753_91.13.BIN,40.84,20/02/2026 21:25
TG132_300262_66349_01102_132_20260220211006_91.13.BIN,2.12,20/02/2026 21:25
TG132_300263_66303_00889_132_20260220191124_91.13.BIN,57.99,20/02/2026 19:11
TG132_300264_67036_01344_132_20260220002035_91.13.BIN,11.81,21/02/2026 00:29
TG132_300264_67036_01345_132_20260220151518_91.13.BIN,31.57,21/02/2026 00:29
TG132_300265_66241_00964_132_20260220185231_91.13.BIN,83.71,20/02/2026 18:52
TG132_300266_66945_01131_132_20260220193552_91.13.BIN,85.99,20/02/2026 19:35
TG132_300267_66189_00988_132_20260220175416_91.13.BIN,64.79,20/02/2026 18:37
TG132_300268_66165_01273_132_20260220112628_91.13.BIN,39.49,20/02/2026 21:02
