Arquivo,Tamanho (KB),Data Modificação
TG024_24016_66266_01071_024_20251215001015_91.13.BIN,15.70,15/12/2025 00:09
TG132_300202_66109_01172_132_20251215001840_91.13.BIN,25.91,15/12/2025 00:18
TG132_300218_66567_01059_132_20251215001507_91.13.BIN,19.58,15/12/2025 00:14
TG132_300232_66955_01036_132_20251215000504_91.13.BIN,43.06,15/12/2025 00:04
TG132_300273_66349_01050_132_20251215002912_91.13.BIN,2.88,15/12/2025 00:29
TG012_12001_67461_01038_012_20251215141300_91.13.BIN,54.32,15/12/2025 21:38
TG012_12001_67461_01039_012_20251215213405_91.13.BIN,29.76,15/12/2025 21:38
TG012_12002_66221_01322_012_20251215152540_91.13.BIN,24.70,15/12/2025 23:55
TG012_12002_66221_01323_012_20251215233605_91.13.BIN,42.22,15/12/2025 23:55
TG012_12003_67797_00723_012_20251215125439_91.13.BIN,44.56,15/12/2025 22:18
TG012_12003_67797_00724_012_20251215221709_91.13.BIN,34.09,15/12/2025 22:18
TG012_12005_66701_01154_012_20251215175855_91.13.BIN,67.29,15/12/2025 18:00
TG012_12005_66701_01155_012_20251215220548_91.13.BIN,10.22,15/12/2025 22:06
TG012_12081_66140_00812_012_20251215060327_91.13.BIN,3.87,15/12/2025 06:35
TG012_12081_66140_00813_012_20251215060612_91.13.BIN,1.86,15/12/2025 06:35
TG012_12081_66140_00814_012_20251215063219_91.13.BIN,2.35,15/12/2025 06:35
TG012_12081_66140_00815_012_20251215172128_91.13.BIN,45.88,15/12/2025 17:22
TG012_12083_66253_00183_012_20251215131855_91.13.BIN,32.93,15/12/2025 13:19
TG012_12084_66232_00859_012_20251215142406_91.13.BIN,58.35,15/12/2025 23:45
TG012_12084_66232_00860_012_20251215234445_91.13.BIN,39.46,15/12/2025 23:45
TG012_12086_66729_01120_012_20251215050028_91.13.BIN,3.82,15/12/2025 05:00
TG012_12086_66729_01121_012_20251215073610_91.13.BIN,22.31,15/12/2025 19:07
TG012_12086_66729_01122_012_20251215190553_91.13.BIN,67.36,15/12/2025 19:07
TG012_12087_66906_01083_012_20251215035051_91.13.BIN,7.05,15/12/2025 03:51
TG012_12087_66906_01084_012_20251215140554_91.13.BIN,32.44,15/12/2025 14:06
TG012_12088_66176_01031_012_20251215192057_91.13.BIN,55.59,15/12/2025 19:22
TG012_12089_66127_01076_012_20251215183035_91.13.BIN,59.98,15/12/2025 18:32
TG012_12090_66175_00922_012_20251215175734_91.13.BIN,78.47,15/12/2025 17:58
TG012_12091_67010_01168_012_20251215045750_91.13.BIN,4.21,15/12/2025 04:58
TG012_12092_66669_00982_012_20251215131530_91.13.BIN,57.84,15/12/2025 22:14
TG012_12092_66669_00983_012_20251215154728_91.13.BIN,14.80,15/12/2025 22:14
TG012_12092_66669_00984_012_20251215221313_91.13.BIN,28.08,15/12/2025 22:14
TG012_12095_67089_00683_012_20251215194114_91.13.BIN,31.68,15/12/2025 19:42
TG024_24011_66673_00930_024_20251215055907_91.13.BIN,4.83,15/12/2025 05:59
TG024_24011_66673_00931_024_20251215125627_91.13.BIN,10.88,15/12/2025 18:39
TG024_24011_66673_00932_024_20251215183800_91.13.BIN,14.07,15/12/2025 18:39
TG024_24016_66266_01072_024_20251215121840_91.13.BIN,31.19,15/12/2025 19:55
TG024_24016_66266_01073_024_20251215195425_91.13.BIN,26.44,15/12/2025 19:55
TG132_200228_66189_00958_132_20251215175054_91.13.BIN,16.29,15/12/2025 19:38
TG132_300071_66896_01001_132_20251215180642_91.13.BIN,26.01,15/12/2025 18:08
TG132_300201_67121_01039_132_20251215125400_91.13.BIN,33.44,15/12/2025 20:54
TG132_300201_67121_01040_132_20251215205319_91.13.BIN,40.79,15/12/2025 20:54
TG132_300202_66109_01173_132_20251215180244_91.13.BIN,85.51,15/12/2025 18:04
TG132_300203_67276_01198_132_20251215180002_91.13.BIN,45.24,15/12/2025 18:01
TG132_300204_67414_00922_132_20251215142908_91.13.BIN,56.87,15/12/2025 14:29
TG132_300204_67414_00923_132_20251215211752_91.13.BIN,47.59,15/12/2025 21:19
TG132_300205_66339_01151_132_20251215184251_91.13.BIN,77.77,15/12/2025 18:44
TG132_300206_66915_01347_132_20251215105156_91.13.BIN,71.48,15/12/2025 20:43
TG132_300206_66915_01348_132_20251215204200_91.13.BIN,60.18,15/12/2025 20:43
TG132_300207_66887_01115_132_20251215210457_91.13.BIN,110.45,15/12/2025 21:07
TG132_300212_67731_01285_132_20251215161248_91.13.BIN,50.94,15/12/2025 23:32
TG132_300212_67731_01286_132_20251215233112_91.13.BIN,17.07,15/12/2025 23:32
TG132_300213_66788_00789_132_20251215134027_91.13.BIN,44.99,15/12/2025 13:40
TG132_300213_66788_00790_132_20251215172548_91.13.BIN,7.59,15/12/2025 17:27
TG132_300214_66137_01149_132_20251215133916_91.13.BIN,46.44,15/12/2025 20:45
TG132_300214_66137_01150_132_20251215204409_91.13.BIN,26.52,15/12/2025 20:45
TG132_300215_67515_00991_132_20251215115925_91.13.BIN,29.96,15/12/2025 14:08
TG132_300215_67515_00992_132_20251215140810_91.13.BIN,8.29,15/12/2025 14:08
TG132_300215_67515_00993_132_20251215193640_91.13.BIN,10.48,15/12/2025 19:36
TG132_300216_66773_00875_132_20251215132536_91.13.BIN,53.50,15/12/2025 22:51
TG132_300216_66773_00876_132_20251215225025_91.13.BIN,36.99,15/12/2025 22:51
TG132_300218_66567_01060_132_20251215151053_91.13.BIN,48.02,15/12/2025 18:08
TG132_300218_66567_01061_132_20251215175336_91.13.BIN,9.80,15/12/2025 18:08
TG132_300219_66700_01000_132_20251215055731_91.13.BIN,5.50,15/12/2025 05:57
TG132_300219_66700_01001_132_20251215063243_91.13.BIN,2.39,15/12/2025 06:32
TG132_300219_66700_01002_132_20251215183025_91.13.BIN,31.86,15/12/2025 18:31
TG132_300220_66160_01024_132_20251215140255_91.13.BIN,42.21,15/12/2025 23:00
TG132_300220_66160_01025_132_20251215225912_91.13.BIN,40.77,15/12/2025 23:00
TG132_300221_67632_01255_132_20251215084237_91.13.BIN,8.71,15/12/2025 08:43
TG132_300221_67632_01256_132_20251215113749_91.13.BIN,3.43,15/12/2025 11:37
TG132_300222_67104_00737_132_20251215182630_91.13.BIN,29.67,15/12/2025 18:27
TG132_300224_66377_01094_132_20251215050339_91.13.BIN,5.80,15/12/2025 05:03
TG132_300224_66377_01095_132_20251215143017_91.13.BIN,27.62,15/12/2025 14:30
TG132_300225_66903_00278_132_20251215080832_91.13.BIN,24.92,15/12/2025 08:24
TG132_300225_66903_00279_132_20251215154847_91.13.BIN,13.87,15/12/2025 15:49
TG132_300226_66171_01137_132_20251215132635_91.13.BIN,36.62,15/12/2025 23:38
TG132_300226_66171_01138_132_20251215233721_91.13.BIN,17.52,15/12/2025 23:38
TG132_300227_66861_00701_132_20251215110446_91.13.BIN,35.81,15/12/2025 11:05
TG132_300229_67002_00970_132_20251215130710_91.13.BIN,46.90,15/12/2025 22:12
TG132_300229_67002_00971_132_20251215221147_91.13.BIN,36.77,15/12/2025 22:12
TG132_300230_66448_01036_132_20251215074229_91.13.BIN,7.35,15/12/2025 07:42
TG132_300230_66448_01037_132_20251215114520_91.13.BIN,3.33,15/12/2025 11:45
TG132_300230_67103_00763_132_20251215114806_91.13.BIN,5.16,15/12/2025 11:48
TG132_300230_67103_00764_132_20251215220123_91.13.BIN,13.34,15/12/2025 22:02
TG132_300231_67039_01144_132_20251215144532_91.13.BIN,52.13,15/12/2025 21:51
TG132_300231_67039_01145_132_20251215215006_91.13.BIN,37.43,15/12/2025 21:51
TG132_300232_66955_01037_132_20251215175627_91.13.BIN,46.77,15/12/2025 17:57
TG132_300233_67656_00885_132_20251215200335_91.13.BIN,60.77,15/12/2025 20:05
TG132_300234_66526_00430_132_20251215191210_91.13.BIN,71.87,15/12/2025 19:13
TG132_300235_66131_01178_132_20251215133031_91.13.BIN,55.32,15/12/2025 23:59
TG132_300235_66131_01179_132_20251215235845_91.13.BIN,44.28,15/12/2025 23:59
TG132_300236_66754_01064_132_20251215130436_91.13.BIN,61.42,15/12/2025 20:40
TG132_300236_66754_01065_132_20251215203942_91.13.BIN,56.11,15/12/2025 20:40
TG132_300237_66649_00978_132_20251215151006_91.13.BIN,57.66,15/12/2025 23:28
TG132_300237_66649_00979_132_20251215232736_91.13.BIN,59.38,15/12/2025 23:28
TG132_300238_66257_00954_132_20251215185718_91.13.BIN,77.97,15/12/2025 18:58
TG132_300239_66227_00825_132_20251215145928_91.13.BIN,58.96,15/12/2025 23:59
TG132_300239_66227_00826_132_20251215234731_91.13.BIN,52.95,15/12/2025 23:59
TG132_300240_66783_01195_132_20251215142706_91.13.BIN,48.43,15/12/2025 23:29
TG132_300240_66783_01196_132_20251215232749_91.13.BIN,37.98,15/12/2025 23:29
TG132_300241_68275_00891_132_20251215062517_91.13.BIN,3.56,16/12/2025 00:02
TG132_300241_68275_00892_132_20251215143305_91.13.BIN,35.16,16/12/2025 00:02
TG132_300242_66963_01348_132_20251215145113_91.13.BIN,62.41,15/12/2025 23:17
TG132_300242_66963_01349_132_20251215231554_91.13.BIN,55.31,15/12/2025 23:17
TG132_300243_66626_01374_132_20251215144613_91.13.BIN,64.82,15/12/2025 21:33
TG132_300243_66626_01375_132_20251215213157_91.13.BIN,61.42,15/12/2025 21:33
TG132_300244_67476_00773_132_20251215132946_91.13.BIN,25.60,15/12/2025 21:54
TG132_300244_67476_00774_132_20251215215228_91.13.BIN,24.14,15/12/2025 21:54
TG132_300245_66353_00064_132_20251215122636_91.13.BIN,36.96,15/12/2025 22:45
TG132_300245_66353_00065_132_20251215224421_91.13.BIN,24.59,15/12/2025 22:45
TG132_300246_66893_00910_132_20251215165634_91.13.BIN,35.10,15/12/2025 17:03
