Arquivo,Tamanho (KB),Data Modificação
TG024_24016_66266_01162_024_20260217002551_91.13.BIN,20.68,17/02/2026 00:26
TG132_300247_66276_01020_132_20260217000046_91.13.BIN,29.29,17/02/2026 00:04
TG132_300264_67036_01340_132_20260217002938_91.13.BIN,15.33,17/02/2026 00:30
TG132_300285_66584_01447_132_20260217001737_91.13.BIN,24.19,17/02/2026 00:18
TG012_12002_66149_01445_012_20260217051112_91.13.BIN,3.96,17/02/2026 05:11
TG012_12003_67797_00798_012_20260217134739_91.13.BIN,29.56,17/02/2026 20:33
TG012_12003_67797_00799_012_20260217203328_91.13.BIN,21.83,17/02/2026 20:33
TG012_12080_67662_00912_012_20260217124044_91.13.BIN,28.79,17/02/2026 21:26
TG012_12080_67662_00913_012_20260217212617_91.13.BIN,19.05,17/02/2026 21:26
TG012_12084_66232_00963_012_20260217131207_91.13.BIN,24.76,17/02/2026 21:11
TG012_12084_66232_00964_012_20260217211148_91.13.BIN,13.95,17/02/2026 21:11
TG012_12093_66629_00559_012_20260217141640_91.13.BIN,31.64,17/02/2026 14:18
TG024_24011_66289_01420_024_20260217134344_91.13.BIN,20.97,17/02/2026 21:11
TG024_24011_66289_01421_024_20260217211125_91.13.BIN,8.92,17/02/2026 21:11
TG024_24016_66266_01163_024_20260217131052_91.13.BIN,15.89,18/02/2026 00:17
TG132_300201_67121_01111_132_20260217162301_91.13.BIN,4.03,17/02/2026 16:23
TG132_300201_67121_01112_132_20260217225146_91.13.BIN,22.29,17/02/2026 22:55
TG132_300204_67414_01025_132_20260217145240_91.13.BIN,13.82,17/02/2026 22:41
TG132_300204_67414_01026_132_20260217224117_91.13.BIN,25.04,17/02/2026 22:41
TG132_300205_66107_00956_132_20260217132844_91.13.BIN,11.94,17/02/2026 23:30
TG132_300205_66107_00957_132_20260217233023_91.13.BIN,49.04,17/02/2026 23:30
TG132_300206_66915_01450_132_20260217091538_91.13.BIN,3.38,17/02/2026 09:15
TG132_300208_66684_01149_132_20260217001131_91.13.BIN,7.40,17/02/2026 05:58
TG132_300208_66684_01150_132_20260217055833_91.13.BIN,5.08,17/02/2026 05:58
TG132_300212_67731_01381_132_20260217140413_91.13.BIN,12.56,17/02/2026 20:18
TG132_300212_67731_01382_132_20260217201834_91.13.BIN,5.99,17/02/2026 20:18
TG132_300214_66137_01236_132_20260217125103_91.13.BIN,29.38,17/02/2026 19:47
TG132_300214_66137_01237_132_20260217194734_91.13.BIN,24.87,17/02/2026 19:47
TG132_300216_66773_00980_132_20260217143141_91.13.BIN,17.21,17/02/2026 20:35
TG132_300216_66773_00981_132_20260217203527_91.13.BIN,15.76,17/02/2026 20:35
TG132_300218_66567_01115_132_20260217135630_91.13.BIN,12.40,17/02/2026 13:56
TG132_300220_66160_01119_132_20260217141840_91.13.BIN,15.45,17/02/2026 23:50
