Arquivo,Tamanho (KB),Data Modificação
TG012_12089_66644_01327_012_20260221003010_91.13.BIN,21.55,21/02/2026 00:34
TG132_300235_66131_01281_132_20260221000018_91.13.BIN,32.59,21/02/2026 00:00
TG132_300264_67036_01346_132_20260221002930_91.13.BIN,11.92,21/02/2026 00:29
TG132_300283_66906_01161_132_20260221001427_91.13.BIN,65.15,21/02/2026 00:15
TG132_300284_67108_01370_132_20260221000457_91.13.BIN,28.20,21/02/2026 00:05
TG012_12001_67461_01121_012_20260221140305_91.13.BIN,46.21,21/02/2026 14:04
TG012_12002_66299_01206_012_20260221111112_91.13.BIN,7.54,21/02/2026 23:05
TG012_12002_66299_01207_012_20260221230551_91.13.BIN,39.90,21/02/2026 23:05
TG012_12003_67797_00802_012_20260221131025_91.13.BIN,25.58,22/02/2026 00:29
TG012_12005_66701_01236_012_20260221135857_91.13.BIN,33.92,21/02/2026 13:59
TG012_12080_67662_00920_012_20260221125323_91.13.BIN,52.16,21/02/2026 22:19
TG012_12080_67662_00921_012_20260221221945_91.13.BIN,37.71,21/02/2026 22:19
TG012_12081_66140_00873_012_20260221122005_91.13.BIN,9.16,21/02/2026 12:20
TG012_12084_66232_00971_012_20260221144510_91.13.BIN,33.67,21/02/2026 23:21
TG012_12084_66232_00972_012_20260221232027_91.13.BIN,19.57,21/02/2026 23:21
TG012_12086_66729_01210_012_20260221124349_91.13.BIN,34.25,21/02/2026 12:45
TG012_12087_66895_00872_012_20260221142313_91.13.BIN,33.98,21/02/2026 14:28
TG012_12089_66644_01328_012_20260221070406_91.13.BIN,16.58,21/02/2026 07:04
TG012_12090_66253_00191_012_20260221135734_91.13.BIN,12.18,21/02/2026 14:09
TG012_12091_67010_01262_012_20260221132659_91.13.BIN,25.10,21/02/2026 13:30
TG012_12091_67010_01263_012_20260221213859_91.13.BIN,10.40,21/02/2026 21:39
TG012_12092_66669_01095_012_20260221133026_91.13.BIN,40.80,21/02/2026 22:30
TG012_12092_66669_01096_012_20260221223013_91.13.BIN,31.12,21/02/2026 22:30
TG012_12093_66629_00563_012_20260221144311_91.13.BIN,34.35,21/02/2026 14:43
TG012_12095_67089_00738_012_20260221171411_91.13.BIN,9.28,21/02/2026 17:14
TG024_24004_66877_00444_024_20260221154149_91.13.BIN,34.17,21/02/2026 15:43
TG024_24011_66289_01428_024_20260221120146_91.13.BIN,27.08,21/02/2026 12:23
TG024_24016_66266_01171_024_20260221090418_91.13.BIN,15.90,21/02/2026 09:04
TG132_300201_67121_01117_132_20260221140249_91.13.BIN,55.34,21/02/2026 14:03
TG132_300203_66448_01087_132_20260221134506_91.13.BIN,33.95,21/02/2026 22:09
TG132_300203_66448_01088_132_20260221220945_91.13.BIN,20.90,21/02/2026 22:09
TG132_300204_67414_01033_132_20260221121920_91.13.BIN,43.55,21/02/2026 20:07
TG132_300204_67414_01034_132_20260221200721_91.13.BIN,27.97,21/02/2026 20:07
TG132_300205_66107_00961_132_20260221132015_91.13.BIN,41.98,21/02/2026 13:43
TG132_300205_66107_00962_132_20260221211804_91.13.BIN,36.29,21/02/2026 21:18
TG132_300206_66915_01457_132_20260221051458_91.13.BIN,3.13,21/02/2026 05:15
TG132_300207_66887_01195_132_20260221150728_91.13.BIN,72.44,21/02/2026 22:55
TG132_300207_66887_01196_132_20260221225542_91.13.BIN,47.91,21/02/2026 22:55
TG132_300208_66684_01158_132_20260221060758_91.13.BIN,9.62,21/02/2026 06:08
TG132_300212_67731_01389_132_20260221142010_91.13.BIN,14.46,21/02/2026 20:21
TG132_300212_67731_01390_132_20260221202052_91.13.BIN,12.14,21/02/2026 20:21
TG132_300214_66137_01243_132_20260221134657_91.13.BIN,43.63,21/02/2026 20:19
TG132_300214_66137_01244_132_20260221201922_91.13.BIN,24.61,21/02/2026 20:19
TG132_300215_66221_01378_132_20260221142632_91.13.BIN,3.86,21/02/2026 14:27
TG132_300216_66773_00988_132_20260221125406_91.13.BIN,32.47,21/02/2026 21:19
TG132_300216_66773_00989_132_20260221211927_91.13.BIN,21.07,21/02/2026 21:19
TG132_300219_66175_00954_132_20260221134936_91.13.BIN,35.09,21/02/2026 13:49
TG132_300220_66160_01126_132_20260221133613_91.13.BIN,29.40,21/02/2026 13:36
TG132_300220_66160_01127_132_20260221145033_91.13.BIN,2.91,21/02/2026 14:50
TG132_300221_67632_01320_132_20260221140854_91.13.BIN,10.96,21/02/2026 22:28
TG132_300221_67632_01321_132_20260221222837_91.13.BIN,2.57,21/02/2026 22:28
TG132_300225_66903_00348_132_20260221124423_91.13.BIN,13.17,21/02/2026 12:44
TG132_300226_66171_01223_132_20260221133008_91.13.BIN,26.95,21/02/2026 13:46
TG132_300226_66171_01224_132_20260221234500_91.13.BIN,20.52,21/02/2026 23:45
TG132_300228_67002_01044_132_20260221125615_91.13.BIN,33.97,21/02/2026 21:15
TG132_300228_67002_01045_132_20260221211515_91.13.BIN,13.75,21/02/2026 21:15
TG132_300229_67515_01057_132_20260221154026_91.13.BIN,33.88,22/02/2026 00:13
TG132_300230_67103_00867_132_20260221124235_91.13.BIN,47.65,21/02/2026 21:42
TG132_300230_67103_00868_132_20260221214214_91.13.BIN,48.97,21/02/2026 21:42
TG132_300231_67039_01248_132_20260221133452_91.13.BIN,49.37,21/02/2026 13:35
TG132_300231_67039_01249_132_20260221225312_91.13.BIN,16.44,21/02/2026 22:53
TG132_300233_67656_00959_132_20260221103711_91.13.BIN,31.81,21/02/2026 19:04
TG132_300233_67656_00960_132_20260221190358_91.13.BIN,51.91,21/02/2026 19:04
TG132_300234_66526_00496_132_20260221151145_91.13.BIN,32.32,21/02/2026 20:57
TG132_300234_66526_00497_132_20260221204346_91.13.BIN,23.18,21/02/2026 20:57
TG132_300235_66131_01282_132_20260221135902_91.13.BIN,54.66,21/02/2026 21:54
TG132_300235_66131_01283_132_20260221215438_91.13.BIN,45.43,21/02/2026 21:54
TG132_300236_66754_01162_132_20260221051025_91.13.BIN,2.50,21/02/2026 20:37
TG132_300236_66754_01163_132_20260221125641_91.13.BIN,48.14,21/02/2026 20:37
TG132_300236_66754_01164_132_20260221202541_91.13.BIN,35.81,21/02/2026 20:37
TG132_300237_66649_01075_132_20260221132904_91.13.BIN,40.08,21/02/2026 21:38
TG132_300237_66649_01076_132_20260221213822_91.13.BIN,45.11,21/02/2026 21:38
TG132_300238_66257_01024_132_20260221130111_91.13.BIN,65.10,21/02/2026 23:05
TG132_300238_66257_01025_132_20260221230448_91.13.BIN,61.30,21/02/2026 23:05
TG132_300239_66227_00929_132_20260221135657_91.13.BIN,54.72,21/02/2026 23:14
TG132_300239_66227_00930_132_20260221231446_91.13.BIN,52.24,21/02/2026 23:14
TG132_300240_66783_01318_132_20260221070948_91.13.BIN,11.79,21/02/2026 07:10
TG132_300240_66783_01319_132_20260221160041_91.13.BIN,27.40,21/02/2026 23:52
TG132_300240_66783_01320_132_20260221235235_91.13.BIN,24.57,21/02/2026 23:52
TG132_300241_68275_00987_132_20260221152950_91.13.BIN,45.74,22/02/2026 00:00
TG132_300242_66963_01447_132_20260221151948_91.13.BIN,50.95,21/02/2026 22:55
TG132_300242_66963_01448_132_20260221225456_91.13.BIN,27.94,21/02/2026 22:55
TG132_300243_66626_01485_132_20260221145219_91.13.BIN,68.49,21/02/2026 21:06
TG132_300243_66626_01486_132_20260221210633_91.13.BIN,31.68,21/02/2026 21:06
TG132_300245_66353_00178_132_20260221133029_91.13.BIN,29.94,21/02/2026 22:04
TG132_300245_66353_00179_132_20260221220338_91.13.BIN,11.02,21/02/2026 22:04
TG132_300246_66893_00991_132_20260221101046_91.13.BIN,5.86,21/02/2026 10:37
TG132_300247_66276_01027_132_20260221124336_91.13.BIN,39.96,21/02/2026 22:58
TG132_300247_66276_01028_132_20260221224610_91.13.BIN,38.38,21/02/2026 22:58
TG132_300248_66157_01118_132_20260221132945_91.13.BIN,5.22,21/02/2026 13:31
TG132_300249_66304_00039_132_20260221223810_91.13.BIN,29.13,21/02/2026 22:38
TG132_300252_67140_00887_132_20260221114616_91.13.BIN,43.62,21/02/2026 11:47
TG132_300256_66896_01077_132_20260221155908_91.13.BIN,50.74,21/02/2026 22:37
TG132_300256_66896_01078_132_20260221160512_91.13.BIN,1.86,21/02/2026 22:37
TG132_300256_66896_01079_132_20260221222259_91.13.BIN,23.56,21/02/2026 22:37
TG132_300258_67015_00873_132_20260221085609_91.13.BIN,16.72,21/02/2026 08:56
TG132_300258_67015_00874_132_20260221130928_91.13.BIN,9.34,21/02/2026 13:10
TG132_300259_66687_00576_132_20260221122423_91.13.BIN,26.70,21/02/2026 12:25
TG132_300261_66699_00211_132_20260221231957_91.13.BIN,13.59,21/02/2026 23:20
TG132_300262_66349_01103_132_20260221115256_91.13.BIN,40.88,21/02/2026 22:30
TG132_300262_66349_01104_132_20260221222752_91.13.BIN,32.35,21/02/2026 22:30
TG132_300262_66349_01105_132_20260221222903_91.13.BIN,0.97,21/02/2026 22:30
TG132_300263_66303_00890_132_20260221140734_91.13.BIN,45.16,21/02/2026 19:07
TG132_300263_66303_00891_132_20260221185440_91.13.BIN,14.61,21/02/2026 19:07
TG132_300263_66303_00892_132_20260221225107_91.13.BIN,9.84,21/02/2026 22:52
TG132_300265_66241_00965_132_20260221161959_91.13.BIN,30.14,21/02/2026 16:20
TG132_300266_66945_01132_132_20260221151307_91.13.BIN,69.26,21/02/2026 15:13
TG132_300266_66945_01133_132_20260221202359_91.13.BIN,37.81,21/02/2026 20:24
TG132_300267_66189_00989_132_20260221095902_91.13.BIN,3.76,21/02/2026 09:59
TG132_300268_66165_01275_132_20260221124908_91.13.BIN,12.16,21/02/2026 12:49
TG132_300268_66165_01276_132_20260221192911_91.13.BIN,9.98,21/02/2026 19:29
TG132_300270_67628_00810_132_20260221150330_91.13.BIN,65.08,21/02/2026 15:04
TG132_300271_66647_01356_132_20260221155705_91.13.BIN,5.90,21/02/2026 16:04
TG132_300272_66978_01364_132_20260221122001_91.13.BIN,28.02,21/02/2026 12:20
TG132_300273_66673_00988_132_20260221135045_91.13.BIN,8.74,21/02/2026 13:51
TG132_300274_66201_00999_132_20260221110233_91.13.BIN,35.23,21/02/2026 18:39
TG132_300274_66201_01000_132_20260221183935_91.13.BIN,22.81,21/02/2026 18:39
TG132_300275_67783_01377_132_20260221141454_91.13.BIN,14.64,21/02/2026 14:17
TG132_300276_68278_01275_132_20260221045846_91.13.BIN,2.42,21/02/2026 04:58
TG132_300276_68278_01276_132_20260221130902_91.13.BIN,72.57,21/02/2026 21:26
TG132_300276_68278_01277_132_20260221212549_91.13.BIN,42.67,21/02/2026 21:26
TG132_300277_67060_01388_132_20260221121643_91.13.BIN,59.68,21/02/2026 12:17
TG132_300278_68303_01158_132_20260221155052_91.13.BIN,57.21,21/02/2026 15:51
TG132_300278_68303_01159_132_20260221231400_91.13.BIN,17.28,21/02/2026 23:14
TG132_300279_66270_00329_132_20260221133909_91.13.BIN,56.90,21/02/2026 22:16
TG132_300279_66270_00330_132_20260221221606_91.13.BIN,37.40,21/02/2026 22:16
TG132_300280_66813_00971_132_20260221120141_91.13.BIN,33.36,21/02/2026 12:03
TG132_300281_66885_01462_132_20260221141915_91.13.BIN,38.08,21/02/2026 22:21
TG132_300281_66885_01463_132_20260221222042_91.13.BIN,40.64,21/02/2026 22:21
TG132_300282_66268_00716_132_20260221121736_91.13.BIN,54.88,21/02/2026 19:50
TG132_300282_66268_00717_132_20260221195010_91.13.BIN,30.70,21/02/2026 19:50
TG132_300283_66906_01162_132_20260221140901_91.13.BIN,84.57,21/02/2026 21:32
TG132_300283_66906_01163_132_20260221213216_91.13.BIN,33.74,21/02/2026 21:32
TG132_300284_67108_01371_132_20260221134414_91.13.BIN,60.68,21/02/2026 13:44
TG132_300284_67108_01372_132_20260221135442_91.13.BIN,3.42,21/02/2026 13:54
TG132_300284_67108_01373_132_20260221234649_91.13.BIN,27.45,21/02/2026 23:47
TG132_300285_66584_01454_132_20260221143258_91.13.BIN,43.93,21/02/2026 22:16
TG132_300285_66584_01455_132_20260221221612_91.13.BIN,37.90,21/02/2026 22:16
TG132_300286_66209_01044_132_20260221135115_91.13.BIN,47.43,21/02/2026 13:51
TG132_300287_66605_01432_132_20260221195403_91.13.BIN,16.59,21/02/2026 19:54
TG132_300288_66763_00740_132_20260221060156_91.13.BIN,2.84,21/02/2026 09:36
TG132_300288_66763_00741_132_20260221093606_91.13.BIN,19.97,21/02/2026 09:36
TG132_300289_66115_01353_132_20260221115614_91.13.BIN,42.41,21/02/2026 19:37
TG132_300289_66115_01354_132_20260221193657_91.13.BIN,25.23,21/02/2026 19:37
TG132_300290_66933_00853_132_20260221125740_91.13.BIN,75.87,21/02/2026 21:15
TG132_300290_66933_00854_132_20260221211547_91.13.BIN,40.18,21/02/2026 21:16
TG132_300291_66380_01381_132_20260221135538_91.13.BIN,55.76,21/02/2026 22:08
TG132_300291_66380_01382_132_20260221220841_91.13.BIN,47.15,21/02/2026 22:08
TG132_300292_66958_01029_132_20260221171330_91.13.BIN,49.91,21/02/2026 17:14
TG132_300293_66860_00968_132_20260221065520_91.13.BIN,3.45,21/02/2026 06:55
TG132_300294_67276_01287_132_20260221133530_91.13.BIN,41.04,21/02/2026 13:35
TG132_300295_66638_01300_132_20260221155953_91.13.BIN,76.14,21/02/2026 22:42
TG132_300295_66638_01301_132_20260221224214_91.13.BIN,26.96,21/02/2026 22:42
TG132_300298_66381_00907_132_20260221143311_91.13.BIN,40.56,21/02/2026 14:33
