Arquivo,Tamanho (KB),Data Modificação
TG012_12089_66644_01269_012_20260113002446_91.13.BIN,21.19,13/01/2026 00:23
TG132_300218_66567_01083_132_20260113002514_91.13.BIN,17.08,13/01/2026 00:24
TG132_300241_68275_00938_132_20260113000037_91.13.BIN,55.08,13/01/2026 00:00
TG132_300283_66107_00925_132_20260113001253_91.13.BIN,41.96,13/01/2026 00:11
TG012_12001_67461_01076_012_20260113203241_91.13.BIN,92.10,13/01/2026 20:32
TG012_12002_66149_01391_012_20260113150257_91.13.BIN,51.66,14/01/2026 00:03
TG012_12003_67797_00765_012_20260113162914_91.13.BIN,30.01,13/01/2026 16:30
TG012_12005_66701_01189_012_20260113132224_91.13.BIN,32.56,13/01/2026 21:02
TG012_12005_66701_01190_012_20260113210033_91.13.BIN,26.24,13/01/2026 21:02
TG012_12080_66877_00411_012_20260113130801_91.13.BIN,47.22,13/01/2026 22:30
TG012_12080_66877_00412_012_20260113222857_91.13.BIN,31.63,13/01/2026 22:30
TG012_12081_66140_00842_012_20260113175422_91.13.BIN,42.94,13/01/2026 18:25
TG012_12084_66232_00910_012_20260113140114_91.13.BIN,59.64,13/01/2026 23:40
TG012_12084_66232_00911_012_20260113234030_91.13.BIN,40.48,13/01/2026 23:40
TG012_12086_66729_01158_012_20260113122052_91.13.BIN,34.60,13/01/2026 20:09
TG012_12086_66729_01159_012_20260113200854_91.13.BIN,21.90,13/01/2026 20:09
TG012_12087_66906_01116_012_20260113105712_91.13.BIN,46.06,13/01/2026 10:59
TG012_12089_66644_01270_012_20260113131040_91.13.BIN,32.96,14/01/2026 00:33
TG012_12091_67010_01207_012_20260113181651_91.13.BIN,57.45,13/01/2026 18:17
TG012_12092_66669_01036_012_20260113131530_91.13.BIN,58.61,13/01/2026 22:50
TG012_12092_66669_01037_012_20260113224819_91.13.BIN,50.40,13/01/2026 22:50
TG012_12093_67628_00779_012_20260113192621_91.13.BIN,79.15,13/01/2026 19:28
TG012_12095_67089_00710_012_20260113183301_91.13.BIN,52.12,13/01/2026 18:35
TG024_24004_67783_01342_024_20260113055109_91.13.BIN,2.09,13/01/2026 05:55
TG024_24011_66289_01384_024_20260113123844_91.13.BIN,30.27,13/01/2026 21:48
TG024_24011_66289_01385_024_20260113214549_91.13.BIN,19.86,13/01/2026 21:48
TG132_300201_67121_01078_132_20260113201211_91.13.BIN,72.25,13/01/2026 20:14
TG132_300202_66109_01215_132_20260113192826_91.13.BIN,59.70,13/01/2026 19:30
TG132_300203_66448_01046_132_20260113130857_91.13.BIN,37.47,13/01/2026 20:40
TG132_300203_66448_01047_132_20260113203707_91.13.BIN,47.49,13/01/2026 20:40
TG132_300204_67414_00972_132_20260113054054_91.13.BIN,3.06,13/01/2026 05:40
TG132_300204_67414_00973_132_20260113054201_91.13.BIN,1.41,13/01/2026 05:40
TG132_300204_67414_00974_132_20260113141544_91.13.BIN,29.78,13/01/2026 21:11
TG132_300204_67414_00975_132_20260113210939_91.13.BIN,37.21,13/01/2026 21:11
TG132_300205_66339_01194_132_20260113233916_91.13.BIN,19.82,13/01/2026 23:40
TG132_300206_66915_01399_132_20260113104317_91.13.BIN,53.00,13/01/2026 19:39
TG132_300206_66915_01400_132_20260113193920_91.13.BIN,85.27,13/01/2026 19:39
TG132_300207_66887_01157_132_20260113183829_91.13.BIN,74.26,13/01/2026 18:40
TG132_300208_66684_01096_132_20260113061424_91.13.BIN,9.96,13/01/2026 06:16
TG132_300208_66684_01097_132_20260113114705_91.13.BIN,13.49,13/01/2026 11:49
TG132_300208_66684_01098_132_20260113161439_91.13.BIN,2.75,13/01/2026 16:14
TG132_300212_67731_01331_132_20260113091036_91.13.BIN,22.70,13/01/2026 23:19
TG132_300212_67731_01332_132_20260113161824_91.13.BIN,30.47,13/01/2026 23:19
TG132_300212_67731_01333_132_20260113231709_91.13.BIN,15.91,13/01/2026 23:19
TG132_300213_66788_00814_132_20260113132745_91.13.BIN,39.67,13/01/2026 13:28
TG132_300213_66788_00815_132_20260113234243_91.13.BIN,12.93,13/01/2026 23:45
TG132_300214_66137_01192_132_20260113102632_91.13.BIN,35.21,13/01/2026 10:28
TG132_300215_66221_01342_132_20260113114532_91.13.BIN,27.57,13/01/2026 19:35
TG132_300215_66221_01343_132_20260113193339_91.13.BIN,17.06,13/01/2026 19:35
TG132_300216_66773_00930_132_20260113133540_91.13.BIN,39.87,13/01/2026 22:44
TG132_300216_66773_00931_132_20260113224410_91.13.BIN,39.03,13/01/2026 22:44
TG132_300218_66567_01084_132_20260113150748_91.13.BIN,29.83,13/01/2026 21:39
TG132_300218_66567_01085_132_20260113213644_91.13.BIN,11.45,13/01/2026 21:39
TG132_300220_66160_01071_132_20260113141043_91.13.BIN,36.51,13/01/2026 23:22
TG132_300220_66160_01072_132_20260113232011_91.13.BIN,25.18,13/01/2026 23:22
TG132_300221_67632_01285_132_20260113053607_91.13.BIN,3.38,13/01/2026 05:36
TG132_300221_67632_01286_132_20260113142616_91.13.BIN,14.46,13/01/2026 19:58
TG132_300221_67632_01287_132_20260113195511_91.13.BIN,16.60,13/01/2026 19:58
TG132_300223_66261_00750_132_20260113192451_91.13.BIN,59.58,13/01/2026 19:27
TG132_300224_66377_01123_132_20260113132434_91.13.BIN,34.65,13/01/2026 13:25
TG132_300224_66377_01124_132_20260113205212_91.13.BIN,22.43,13/01/2026 21:02
TG132_300225_66903_00319_132_20260113054439_91.13.BIN,4.25,13/01/2026 08:22
TG132_300225_66903_00320_132_20260113082100_91.13.BIN,7.70,13/01/2026 08:22
TG132_300225_66903_00321_132_20260113223610_91.13.BIN,6.08,13/01/2026 22:37
TG132_300226_66171_01176_132_20260113140657_91.13.BIN,32.50,13/01/2026 14:07
TG132_300227_66861_00720_132_20260113102440_91.13.BIN,14.98,13/01/2026 10:25
TG132_300230_67103_00813_132_20260113151335_91.13.BIN,71.83,13/01/2026 21:28
TG132_300230_67103_00814_132_20260113212543_91.13.BIN,29.21,13/01/2026 21:28
TG132_300231_67039_01188_132_20260113142128_91.13.BIN,60.91,13/01/2026 23:07
TG132_300231_67039_01189_132_20260113142627_91.13.BIN,1.77,13/01/2026 23:07
TG132_300231_67039_01190_132_20260113230438_91.13.BIN,36.52,13/01/2026 23:07
TG132_300232_66955_01069_132_20260113144514_91.13.BIN,36.19,14/01/2026 00:05
TG132_300233_67656_00916_132_20260113045801_91.13.BIN,2.88,13/01/2026 19:50
TG132_300233_67656_00917_132_20260113193947_91.13.BIN,80.31,13/01/2026 19:50
TG132_300234_66526_00457_132_20260113191902_91.13.BIN,54.99,13/01/2026 19:21
TG132_300235_66131_01230_132_20260113133842_91.13.BIN,30.75,13/01/2026 23:50
TG132_300235_66131_01231_132_20260113234754_91.13.BIN,26.78,13/01/2026 23:50
TG132_300236_66754_01105_132_20260113125110_91.13.BIN,54.98,13/01/2026 15:52
